Date,Close/Last,Volume,Open,High,Low,capital,BUY_MIN,BUY_MAX,SELL_MIN,SELL_MAX,TRANSACTION_FEE,TRANSACTION_SESSION,TRANSACTION_PENALTY,TOTAL_ASSETS,WIN_THRESHOLD
07/26/2019,$283.77,788656,$282.16,$284.9699,$281.45,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
04/05/2018,$171.83,1761837,$174.19,$174.61,$171.06,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
08/25/2023,$519.05,2457516,$494.24,$521.82,$494.24,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
07/12/2023,$476.84,1681573,$472.26,$478.43,$469.23,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
02/02/2023,$452.16,1917634,$443.96,$457.94,$442.09,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
02/06/2025,$590.20,1534164,$588.26,$595.155,$585.80,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/27/2017,$158.73,547862,$158.97,$159.43,$158.45,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
11/17/2016,$113.80,1906936,$110.81,$113.84,$110.22,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
02/24/2021,$413.18,3307968,$388.29,$415.43,$382.80,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
03/30/2022,$471.95,1747841,$480.96,$481.52,$468.22,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
02/14/2018,$163.90,1228583,$158.85,$164.06,$158.1328,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
01/13/2020,$276.04,1697645,$276.33,$277.849,$274.83,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
03/14/2018,$177.29,1021607,$178.80,$178.9899,$176.26,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
10/06/2017,$144.18,992714,$142.35,$144.24,$142.04,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
04/03/2018,$170.47,1399910,$170.77,$170.77,$167.67,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
05/13/2016,$102.03,777281,$102.12,$103.17,$102.00,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
02/24/2016,$98.83,2177169,$96.35,$98.98,$95.41,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
07/06/2017,$131.10,1411562,$130.89,$131.81,$130.26,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
03/12/2020,$237.94,3430282,$245.09,$257.98,$235.96,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
11/03/2023,$498.51,2419602,$492.88,$502.96,$489.55,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/30/2022,$389.22,948917,$386.01,$389.44,$382.68,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
06/10/2019,$260.52,1157411,$259.86,$263.97,$259.23,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/29/2020,$378.33,640599,$383.20,$384.815,$377.32,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
04/20/2016,$103.74,880896,$104.25,$104.51,$103.55,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/09/2022,$399.83,1061329,$404.19,$405.83,$399.28,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
10/24/2023,$505.82,958991,$506.49,$513.14,$499.45,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
11/06/2024,$648.39,2963912,$643.12,$668.00,$642.75,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
10/13/2016,$106.80,1376199,$106.80,$107.3028,$106.51,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/23/2020,$376.92,900939,$379.01,$383.94,$376.71,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
01/14/2021,$365.51,1146186,$365.288,$369.63,$364.97,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
07/19/2017,$135.19,1080405,$133.43,$135.26,$133.29,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
11/15/2016,$110.90,1387555,$110.46,$111.82,$110.225,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
10/30/2023,$487.50,1410169,$483.69,$489.69,$481.79,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
06/29/2016,$109.29,1645770,$106.61,$109.37,$106.61,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
09/19/2017,$145.34,1719269,$144.30,$146.04,$143.59,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
05/28/2019,$255.70,3059705,$256.40,$259.26,$254.17,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
01/28/2021,$369.95,1395420,$366.345,$376.668,$365.71,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
09/28/2015,$86.22,2296636,$87.19,$87.93,$86.20,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
10/16/2015,$93.62,1825458,$92.57,$93.79,$91.17,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/06/2016,$114.53,852323,$114.79,$114.89,$113.70,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
05/31/2023,$419.12,6180783,$400.79,$420.25,$400.22,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
08/02/2021,$527.51,857455,$532.11,$534.77,$525.37,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
10/22/2019,$253.33,1502905,$260.74,$263.55,$253.18,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
01/28/2025,$600.66,1675072,$608.62,$613.71,$600.19,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
05/05/2021,$392.04,989847,$401.08,$403.08,$390.81,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
02/28/2018,$166.86,1655960,$171.38,$172.11,$166.80,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
08/28/2019,$281.94,1482216,$281.08,$282.98,$273.80,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
01/24/2025,$597.95,1901375,$601.99,$602.53,$595.44,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
03/09/2020,$260.04,2138558,$258.26,$269.225,$250.00,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
02/01/2017,$117.71,922637,$118.49,$118.99,$117.39,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
01/16/2018,$162.29,1370871,$165.00,$166.49,$161.83,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
09/26/2019,$269.72,1186175,$267.08,$270.63,$266.42,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
10/11/2016,$106.99,1831633,$108.08,$108.22,$106.542,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
09/09/2022,$450.03,1292190,$441.37,$452.60,$441.32,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
10/14/2019,$269.06,1029197,$269.99,$271.66,$268.90,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
11/28/2022,$385.64,1691577,$394.38,$398.70,$383.48,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/27/2018,$197.24,2245437,$189.56,$197.39,$187.84,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
08/31/2021,$566.11,1231171,$567.11,$567.11,$563.25,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
02/09/2022,$579.40,1670914,$566.10,$579.96,$565.00,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
08/01/2024,$637.82,1301236,$647.00,$660.21,$630.09,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
10/28/2020,$318.51,948411,$323.47,$325.10,$317.96,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
07/14/2020,$285.37,3106084,$294.57,$294.71,$280.99,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/19/2024,$636.95,2314760,$653.76,$661.95,$636.71,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
11/01/2021,$608.81,1246644,$628.53,$629.98,$607.31,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/13/2018,$208.44,2095933,$206.86,$211.17,$204.71,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
07/30/2015,$105.74,593805,$104.94,$106.06,$103.98,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
01/26/2021,$374.80,663510,$374.03,$376.14,$370.28,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
09/27/2019,$263.19,1020108,$271.32,$271.32,$259.26,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
11/27/2015,$100.18,1109387,$100.09,$100.76,$99.65,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/15/2020,$360.43,1655060,$365.82,$367.76,$360.15,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
01/02/2025,$622.79,1180038,$637.00,$637.73,$619.43,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
11/18/2016,$115.98,4845911,$113.74,$116.62,$113.63,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
03/16/2023,$418.15,1966165,$405.39,$420.28,$401.205,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
03/22/2022,$475.99,1979960,$466.46,$478.705,$465.98,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
08/12/2019,$272.65,968164,$274.73,$276.22,$271.49,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
06/12/2019,$257.39,825863,$256.72,$258.80,$255.64,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
07/25/2019,$281.60,868394,$279.98,$282.43,$279.16,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
11/24/2020,$345.20,1045463,$345.00,$347.73,$342.52,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
01/05/2017,$115.69,1051677,$114.78,$115.74,$114.50,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
02/23/2022,$467.00,1799540,$491.91,$491.91,$465.55,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
11/10/2015,$98.88,944108,$97.44,$98.97,$97.025,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
04/13/2016,$103.31,1358639,$102.97,$103.55,$102.71,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
11/23/2020,$343.33,1529577,$348.07,$350.32,$337.72,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
05/13/2020,$277.16,957182,$281.58,$286.17,$273.55,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
05/19/2020,$286.75,1318568,$290.89,$292.98,$286.54,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
05/17/2017,$125.35,1472074,$126.76,$127.4199,$125.29,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
06/18/2020,$287.23,1126982,$285.01,$287.91,$282.37,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
06/17/2020,$286.49,855534,$291.31,$291.95,$285.97,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
02/08/2017,$116.55,2964334,$111.90,$117.66,$111.90,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
05/20/2021,$435.27,1242216,$423.37,$436.99,$423.37,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/07/2015,$98.83,1721730,$98.72,$99.02,$98.24,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
08/18/2023,$485.96,954438,$479.91,$488.77,$477.76,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
11/18/2022,$380.07,2046170,$388.47,$389.43,$369.94,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
06/11/2021,$472.16,1471072,$470.30,$474.62,$468.69,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
05/31/2022,$414.46,4297665,$419.82,$425.00,$412.57,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
07/03/2023,$451.57,1437619,$452.74,$454.98,$448.995,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
01/22/2024,$630.61,954374,$626.55,$632.44,$626.00,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
09/18/2017,$143.80,1408407,$142.07,$144.06,$141.61,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
05/09/2019,$241.30,1646342,$241.79,$243.12,$237.719,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
01/10/2019,$206.06,1506329,$201.75,$207.29,$201.105,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
03/19/2025,$603.11,1247894,$605.78,$609.035,$597.505,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/01/2022,$416.07,1943059,$407.89,$418.22,$405.00,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
06/13/2016,$105.66,1342839,$105.59,$106.97,$105.59,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
11/10/2023,$528.89,1147845,$519.53,$530.075,$516.25,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
09/18/2020,$300.13,2284451,$307.70,$312.95,$296.77,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
07/15/2021,$503.17,1101414,$505.97,$506.375,$500.38,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
02/29/2024,$662.89,1934125,$661.52,$667.57,$660.00,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
09/20/2023,$523.59,945336,$531.10,$531.42,$523.41,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
02/21/2024,$638.27,1146180,$640.50,$643.84,$630.52,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
06/10/2022,$381.22,2197349,$390.40,$393.40,$378.84,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
08/24/2018,$216.63,2736408,$212.85,$217.36,$211.46,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
04/01/2024,$639.84,696985,$653.13,$654.40,$635.88,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
01/07/2019,$198.99,1175008,$195.33,$200.41,$195.33,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
04/27/2023,$429.16,1479255,$416.86,$430.39,$414.34,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
09/04/2019,$286.31,945627,$285.62,$286.40,$281.62,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
05/11/2020,$287.84,882246,$280.47,$289.28,$279.635,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
01/30/2019,$214.10,1243180,$209.72,$214.65,$209.60,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
06/23/2020,$293.83,1291546,$294.98,$296.49,$292.44,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/04/2019,$254.25,1526053,$255.37,$255.58,$252.94,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
03/21/2024,$651.29,1347563,$643.51,$659.12,$640.50,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
07/28/2023,$511.84,1867150,$501.49,$513.22,$501.49,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
05/01/2018,$187.24,1001204,$184.82,$187.51,$184.37,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
04/06/2017,$117.81,3653592,$116.04,$117.86,$115.56,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/22/2023,$624.07,820797,$622.825,$625.145,$617.68,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
08/30/2021,$565.57,893865,$567.14,$568.31,$563.539,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
07/14/2015,$105.83,676745,$105.52,$106.11,$105.21,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
02/28/2025,$613.84,2444617,$600.92,$614.85,$598.3728,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
05/05/2022,$409.86,2110575,$437.87,$439.75,$404.77,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
06/15/2016,$106.28,1197903,$106.79,$106.89,$106.13,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
04/26/2021,$418.29,716534,$414.44,$418.68,$410.90,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
10/17/2016,$106.88,740864,$106.95,$107.545,$106.63,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
03/24/2017,$119.72,1890141,$120.43,$120.635,$119.10,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
10/09/2023,$534.91,1047706,$527.76,$535.55,$526.25,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
07/24/2019,$281.36,1414323,$281.17,$282.64,$279.71,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
06/28/2024,$657.21,1753982,$652.00,$662.51,$647.98,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
04/20/2021,$405.37,1095761,$401.06,$406.93,$399.24,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
07/31/2019,$277.31,1147577,$278.77,$281.34,$275.155,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
02/01/2018,$165.65,1434825,$167.56,$168.45,$164.92,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/21/2018,$185.81,3317021,$192.78,$194.99,$184.99,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
10/02/2020,$321.89,902722,$326.16,$329.48,$319.91,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
06/21/2024,$632.15,3682587,$625.84,$634.15,$618.55,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
09/30/2022,$387.32,2001502,$395.27,$403.00,$387.01,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
07/11/2016,$115.63,1535873,$116.05,$116.399,$115.35,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
10/07/2022,$392.96,1414346,$402.16,$403.72,$391.39,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/05/2016,$114.89,1041809,$113.92,$115.58,$111.48,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
04/07/2021,$401.05,713723,$400.16,$403.115,$399.02,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
07/01/2021,$491.05,905571,$493.68,$493.68,$487.23,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
09/27/2023,$508.24,1260160,$507.58,$511.43,$502.965,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
04/11/2018,$171.59,812282,$169.70,$172.89,$169.105,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
11/07/2022,$370.11,1650158,$363.56,$370.50,$357.48,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
04/28/2022,$444.58,1794610,$423.99,$448.01,$421.79,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
09/29/2017,$142.14,2563554,$142.18,$142.92,$140.37,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
06/24/2022,$417.62,2633016,$407.77,$419.68,$407.33,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
06/25/2018,$201.74,2058228,$204.87,$205.00,$200.01,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
09/04/2024,$623.10,866922,$621.03,$626.375,$617.51,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
09/19/2022,$423.69,1269989,$415.28,$424.215,$415.051,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
11/17/2023,$560.16,1127087,$556.64,$561.19,$554.02,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
03/19/2019,$256.06,1445977,$258.62,$259.245,$254.58,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/04/2017,$154.54,1691390,$156.70,$156.88,$154.21,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
10/20/2020,$334.51,1131226,$338.35,$338.965,$333.45,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/29/2017,$157.78,690517,$158.43,$159.42,$157.74,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/21/2017,$158.62,1511928,$159.39,$159.85,$158.02,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
05/20/2022,$367.78,1921565,$367.82,$371.79,$356.27,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
02/01/2021,$373.58,1260150,$365.49,$378.45,$364.59,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
11/21/2019,$271.15,1308102,$275.11,$275.70,$269.55,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
05/08/2019,$244.12,2088914,$243.42,$245.95,$241.92,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
01/11/2016,$94.00,1889891,$93.82,$94.26,$93.14,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
10/15/2020,$341.97,790047,$341.29,$343.18,$338.00,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
05/12/2023,$427.62,1224196,$426.39,$430.01,$424.3854,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
05/20/2016,$103.03,1169937,$101.89,$103.58,$101.59,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
05/01/2015,$100.59,1003627,$100.33,$100.86,$100.05,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
09/14/2017,$142.08,1264800,$141.34,$142.09,$140.58,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
10/27/2020,$330.27,838744,$330.59,$333.40,$329.31,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
01/13/2016,$91.70,1907668,$95.11,$95.60,$91.57,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
02/15/2017,$118.95,1031135,$118.54,$118.96,$117.93,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
01/11/2019,$206.15,1479582,$205.44,$207.00,$204.06,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
11/03/2016,$105.60,1110300,$108.40,$108.40,$105.48,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
01/14/2020,$272.68,1216418,$275.63,$276.305,$272.09,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
01/27/2017,$118.59,703010,$119.12,$119.26,$118.21,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
10/25/2016,$108.32,1203137,$109.64,$109.81,$108.09,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/17/2021,$620.27,4336031,$621.40,$631.74,$612.19,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/18/2020,$380.11,2569581,$377.16,$380.80,$375.53,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
02/15/2024,$664.28,1438184,$662.66,$664.83,$657.00,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
04/26/2018,$185.18,2032104,$180.78,$186.39,$180.75,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
10/08/2021,$531.12,937012,$539.06,$541.39,$529.44,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
10/23/2024,$602.01,1119205,$608.02,$609.99,$599.65,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/18/2018,$198.13,1929708,$199.03,$200.75,$196.00,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
10/15/2024,$617.89,1259317,$619.82,$623.035,$615.76,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
04/08/2015,$97.915,1305844,$97.02,$98.33,$97.02,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
03/14/2019,$256.77,1494529,$252.96,$256.91,$252.89,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
08/23/2018,$212.45,2066756,$210.31,$213.46,$210.01,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
02/14/2020,$304.29,855339,$298.56,$304.44,$297.46,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
08/27/2019,$283.21,1778042,$283.10,$284.9899,$281.36,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
04/06/2018,$167.68,1982957,$169.92,$171.23,$166.515,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
10/17/2018,$218.83,1936276,$215.44,$218.95,$213.25,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
02/20/2019,$235.97,1901583,$235.74,$236.465,$233.72,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
05/18/2022,$353.31,1721112,$364.15,$368.84,$351.90,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/04/2024,$654.64,1620046,$639.00,$660.39,$636.945,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/01/2017,$156.44,1645612,$156.14,$158.00,$152.5801,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
08/10/2015,$104.99,1400232,$103.09,$104.99,$102.01,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
04/20/2023,$447.40,1103720,$439.88,$451.12,$439.88,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
05/26/2017,$138.56,2318291,$138.03,$139.86,$136.83,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
06/14/2019,$254.13,1234221,$256.37,$257.34,$253.95,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
07/23/2020,$291.55,1266090,$295.94,$298.88,$290.20,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
01/24/2017,$118.75,964474,$117.72,$118.85,$117.27,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
05/23/2019,$241.31,1552149,$245.08,$246.6435,$240.14,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
08/09/2023,$496.70,1081644,$501.28,$503.15,$494.09,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
03/15/2022,$439.68,1953415,$427.80,$441.49,$425.54,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
09/05/2019,$292.31,1092510,$289.35,$292.93,$287.16,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
08/22/2018,$209.69,1795352,$209.01,$210.39,$208.59,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
12/02/2015,$99.50,1721766,$101.33,$101.80,$99.26,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
09/22/2017,$146.32,1310969,$144.07,$146.72,$144.07,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
04/04/2022,$505.65,2326754,$485.38,$507.71,$485.0001,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
01/03/2022,$631.47,1360704,$640.03,$645.61,$621.28,100000,0.1,0.5,0.1,0.5,0.001,5,100,5000,1000000
